k,l,u,v,rho,cluster,frame
118,130,2750.75,2637.29,-3.3949,43,1
116,131,2695.21,2657.4,-4.1553,43,1
115,132,2685.26,2674.03,-3.3949,43,1
120,131,2783.32,2656.17,-3.3949,43,1
121,133,2805.71,2693.48,-3.88731,43,1
121,132,2816.05,2674.03,-3.3949,43,1
121,134,2816.01,2712.27,-3.3949,43,1
122,135,2828.22,2732.57,-4.1553,43,1
121,135,2805.76,2732.1,-3.88731,43,1
120,135,2783.19,2731.54,-3.3949,43,1
120,136,2795.9,2752.13,-4.1553,43,1
119,136,2772.96,2751.31,-3.88731,43,1
118,136,2750.26,2750.65,-3.3949,43,1
119,137,2763.39,2771.22,-4.1553,43,1
118,137,2740.31,2770.5,-3.88731,43,1
117,137,2717.63,2769.79,-3.3949,43,1
117,138,2730.93,2787.08,-4.1553,43,1
117,139,2717.47,2806.45,-3.3949,43,1
118,139,2740.24,2806.41,-3.88731,43,1
119,139,2763.26,2806.13,-4.1553,43,1
118,140,2750.28,2825.67,-3.3949,43,1
119,140,2772.94,2825.71,-3.88731,43,1
120,140,2796.29,2825.83,-4.1553,43,1
120,139,2783.43,2806.94,-3.3949,43,1
120,138,2796.59,2787.79,-4.1553,43,1
119,138,2773.46,2787.67,-3.88731,43,1
118,138,2750.67,2787.61,-3.3949,43,1
120,137,2783.23,2769.93,-3.3949,43,1
121,137,2805.76,2770.64,-3.88731,43,1
122,137,2828.41,2771.33,-4.1553,43,1
121,136,2815.98,2750.73,-3.3949,43,1
122,136,2838.03,2751.1,-3.88731,43,1
123,135,2848.32,2731.17,-3.3949,43,1
122,134,2838.13,2712.47,-3.88731,43,1
123,137,2848.37,2769.46,-3.3949,43,1
123,138,2859.91,2787.9,-4.1553,43,1
123,139,2848.58,2807.02,-3.3949,43,1
122,140,2838.74,2826.58,-3.88731,43,1
121,140,2816.19,2826.21,-3.3949,43,1
122,139,2828.79,2807.28,-4.1553,43,1
121,138,2816.28,2787.75,-3.3949,43,1
122,138,2838.43,2787.66,-3.88731,43,1
121,139,2806.05,2807.06,-3.88731,43,1
116,140,2705.65,2824.75,-3.88731,43,1
115,140,2683.92,2826.16,-3.3949,43,1
116,139,2690.26,2803.31,-4.1553,43,1
116,138,2707.68,2787.49,-3.88731,43,1
115,138,2685.02,2787.76,-3.3949,43,1
115,139,2674.31,2808.37,-3.88731,43,1
141,44,3279.76,899.651,-0.564368,8,0
141,45,3272.55,912.42,0.196038,8,0
140,101,3253.41,2047.73,-0.942346,44,0
141,101,3268.82,2047.15,-0.181939,44,0
140,102,3260.29,2060.17,-0.674349,44,0
140,87,3254.52,1764.14,-0.8542,35,0
141,87,3269.76,1763.92,-0.0937935,35,0
140,88,3261.3,1777.02,-0.586203,35,0
140,73,3256.13,1480.87,-0.602408,26,0
141,73,3270.77,1479.12,0.157998,26,0
140,74,3262.61,1493.85,-0.334411,26,0
140,59,3257.92,1196.38,-0.280515,17,0
141,59,3272,1195.87,0.479891,17,0
128,58,2982.75,1183.4,0.175616,16,0
129,59,2989.94,1195.09,0.668025,16,0
128,59,2976.05,1195.21,-0.0923814,16,0
128,44,2983.45,898.606,-0.825742,7,0
129,44,2999.16,897.994,-1.09374,7,0
129,45,2990.71,911.852,-0.333333,7,0
127,102,2964.26,2060.07,-0.104832,43,0
128,101,2972.37,2046.72,-0.865238,43,0
128,102,2979.53,2059.81,-0.597241,43,0
79,44,1841.55,894.791,-0.203767,3,0
80,45,1849.99,908.056,-0.964173,3,0
80,44,1857.01,894.656,-0.696176,3,0
67,43,1552.07,880.542,-0.862141,2,0
67,44,1560.2,894.076,-0.369732,2,0
68,45,1568.97,907.236,-1.13014,2,0
67,45,1552.77,907.677,-0.862141,2,0
66,100,1540.52,2031.05,-0.964089,38,0
67,100,1556.74,2030.76,-0.203682,38,0
67,101,1549.15,2042.98,-0.696092,38,0
67,102,1557.37,2056.99,-0.203682,38,0
66,86,1541.92,1746.28,-0.925491,29,0
67,86,1557.48,1746.15,-0.165085,29,0
67,87,1549.97,1759.41,-0.657494,29,0
68,87,1565.18,1759.28,-0.925491,29,0
66,72,1543.22,1462.44,-1.07409,20,0
67,73,1550.9,1476.32,-0.806091,20,0
67,72,1558.56,1462.63,-0.313682,20,0
68,73,1566.21,1476.4,-1.07409,20,0
66,58,1544.3,1178.88,-0.780761,11,0
67,58,1559.32,1178.8,-0.0203546,11,0
67,59,1550.97,1191.39,-0.512764,11,0
68,59,1567.43,1191.09,-0.780761,11,0
54,100,1259.62,2030.38,-0.727395,37,0
55,100,1275.63,2029.43,0.0330111,37,0
55,101,1267.74,2042.18,-0.459398,37,0
54,86,1260.59,1745.74,-0.965651,28,0
55,86,1276.31,1745.27,-0.205245,28,0
55,87,1268.66,1758.73,-0.697654,28,0
54,87,1253.21,1758.83,-0.205245,28,0
54,72,1261.32,1461.98,-1.09158,19,0
54,73,1254,1476.8,-0.331173,19,0
55,73,1269.5,1475.32,-0.823582,19,0
55,72,1277.04,1461.95,-0.331173,19,0
54,58,1262.61,1178.07,-1.09916,10,0
55,58,1278.26,1176.51,-0.338758,10,0
56,59,1285.43,1191.08,-1.09916,10,0
55,59,1270.36,1190.47,-0.831167,10,0
42,58,980.58,1177.24,-1.15423,9,0
43,58,996.484,1177.31,-0.393826,9,0
43,59,987.88,1189.52,-0.886236,9,0
42,59,972.505,1190.87,-0.393826,9,0
42,44,981.984,892.91,-0.811363,0,0
43,44,997.613,892.786,-0.0509568,0,0
43,43,988.989,879.555,-0.543366,0,0
43,45,989.709,905.72,-0.543366,0,0
42,72,979.762,1461.37,-1.10559,18,0
43,72,995.666,1461.11,-0.345186,18,0
43,73,987.045,1474.5,-0.837595,18,0
42,73,972.075,1474.8,-0.345186,18,0
42,86,978.76,1744.83,-0.817834,27,0
42,87,971.476,1758.31,-0.0574279,27,0
43,87,986.238,1758.03,-0.549837,27,0
42,101,970.433,2041.88,0.222479,36,0
43,101,985.035,2041.39,-0.26993,36,0
54,44,1263.68,893.499,-0.87787,1,0
55,44,1279,893.4,-0.117463,1,0
55,45,1271.23,906.568,-0.609873,1,0
79,59,1833.45,1192.15,-0.437482,12,0
80,59,1848.84,1191.9,-0.705479,12,0
80,58,1856.12,1179.66,-0.437482,12,0
79,72,1839.56,1463.45,-0.118726,21,0
80,73,1847.71,1476.66,-0.879132,21,0
79,73,1832.42,1476.86,-0.611135,21,0
79,86,1838.95,1746.76,-0.222825,30,0
80,87,1846.76,1760.22,-0.983232,30,0
79,87,1831.45,1760.31,-0.715235,30,0
79,88,1839.42,1773.61,-0.222825,30,0
91,44,2123.96,896.022,0.0957496,4,0
92,45,2131.09,909.065,-0.664657,4,0
92,44,2138.45,895.749,-0.39666,4,0
91,58,2122.82,1180.41,0.0909993,13,0
91,59,2115.21,1193.41,-0.40141,13,0
92,59,2130.1,1192.71,-0.669407,13,0
92,58,2137.37,1180.27,-0.40141,13,0
91,72,2121.81,1464.5,-0.17255,22,0
91,73,2113.88,1477.71,-0.664959,22,0
92,73,2129.06,1477.44,-0.932956,22,0
92,72,2136.94,1464.04,-0.664959,22,0
91,86,2120.95,1747.51,-0.171727,31,0
91,87,2112.98,1760.79,-0.664136,31,0
91,88,2120.2,1774.17,-0.171727,31,0
92,87,2128.07,1760.81,-0.932133,31,0
91,101,2111.8,2044.29,-0.581709,40,0
91,102,2120.01,2057.76,-0.0892992,40,0
92,101,2126.94,2044.19,-0.849705,40,0
103,44,2405.76,896.704,-0.183736,5,0
104,44,2421.1,896.808,-0.676145,5,0
105,45,2428.75,910.306,-0.183736,5,0
104,45,2412.92,909.817,-0.944142,5,0
103,58,2404.45,1181.18,-0.085555,14,0
104,58,2420.29,1181.42,-0.577964,14,0
104,59,2411.82,1193.5,-0.845961,14,0
105,59,2427.4,1194.17,-0.085555,14,0
103,74,2402.97,1492.37,-0.431047,23,0
104,73,2410.86,1478.21,-1.19145,23,0
104,72,2419.65,1465.25,-0.923456,23,0
103,88,2402.41,1775.3,-0.753757,32,0
104,88,2418.97,1775.4,-1.24617,32,0
104,87,2409.81,1761.55,-1.51416,32,0
103,101,2395.01,2045.17,-0.509955,41,0
103,102,2401.38,2058.21,-0.0175458,41,0
104,102,2417.18,2058.25,-0.509955,41,0
104,101,2408.8,2045.07,-0.777952,41,0
115,44,2686.89,896.858,-0.155085,6,0
116,45,2695.45,910.82,-0.915491,6,0
116,44,2702.43,897.766,-0.647494,6,0
117,45,2709.37,911.104,-0.155085,6,0
115,72,2684.24,1465.39,-0.388239,24,0
116,73,2692.31,1478.97,-1.14865,24,0
115,74,2684.73,1493.06,-0.388239,24,0
116,74,2701.07,1492.22,-0.880649,24,0
117,73,2707.81,1479.2,-0.388239,24,0
115,88,2683.53,1775.98,-0.299096,33,0
116,88,2699.24,1775.97,-0.791505,33,0
116,87,2691.17,1762.37,-1.0595,33,0
116,86,2700.03,1749.47,-0.791505,33,0
115,102,2682.92,2059.27,-0.24569,42,0
116,102,2698.47,2059.19,-0.7381,42,0
116,101,2690.22,2045.92,-1.0061,42,0
116,59,2694.41,1194.2,-0.465477,15,0
117,59,2708.87,1194.43,0.294929,15,0
127,74,2965.84,1494.1,-0.315936,25,0
128,73,2974.82,1479.83,-1.07634,25,0
128,74,2981.5,1493.07,-0.808346,25,0
129,73,2988.94,1479.73,-0.315936,25,0
127,88,2965.21,1776.66,-0.181395,34,0
128,87,2973.67,1763.47,-0.941801,34,0
128,88,2980.84,1776.34,-0.673804,34,0
129,87,2988.09,1762.87,-0.181395,34,0
128,104,2988.75,2104.67,-2.72752,44,2
129,104,3008.07,2104.86,-2.99552,44,2
129,103,2997.51,2087.54,-2.23511,44,2
130,103,3017.28,2087.67,-2.72752,44,2
131,103,3036.79,2087.75,-2.99552,44,2
131,102,3046.94,2070.13,-2.72752,44,2
130,102,3027,2070.86,-2.23511,44,2
130,104,3026.77,2104.55,-2.23511,44,2
131,105,3036.82,2121.38,-2.99552,44,2
130,105,3017.32,2121.49,-2.72752,44,2
129,105,2997.54,2121.68,-2.23511,44,2
128,86,2985.96,1747.77,-2.70169,35,2
129,87,2996.03,1764.23,-2.20928,35,2
129,88,3006.8,1781.63,-2.96968,35,2
129,89,2996.05,1798.37,-2.20928,35,2
130,89,3015.9,1798.14,-2.70169,35,2
130,90,3025.63,1815.18,-2.20928,35,2
131,89,3035.36,1798.75,-2.96968,35,2
130,88,3025.32,1781.41,-2.20928,35,2
131,87,3034.95,1764.44,-2.96968,35,2
130,86,3025.3,1747.31,-2.20928,35,2
130,87,3015.98,1764.32,-2.70169,35,2
128,88,2987.08,1781.36,-2.70169,35,2
128,87,2978.56,1763.52,-2.96968,35,2
128,89,2978.78,1798.86,-2.96968,35,2
128,90,2986.93,1815.19,-2.70169,35,2
127,72,2965.92,1458.33,-2.13916,26,2
128,71,2976.49,1441.47,-2.89957,26,2
128,72,2985.27,1458.2,-2.63157,26,2
129,72,3004.99,1458.2,-2.89957,26,2
129,71,2994.59,1441.05,-2.13916,26,2
130,71,3014.2,1441.22,-2.63157,26,2
130,70,3024.43,1424.1,-2.13916,26,2
131,71,3032.77,1440.33,-2.89957,26,2
130,72,3023.63,1458.11,-2.13916,26,2
130,73,3014.31,1475.04,-2.63157,26,2
129,73,2994.61,1475.2,-2.13916,26,2
128,74,2984.72,1491,-2.63157,26,2
128,70,2985.23,1424.85,-2.63157,26,2
127,54,2964.09,1100.58,-2.20351,17,2
128,55,2975.5,1118.34,-2.96392,17,2
127,56,2964.77,1134.92,-2.20351,17,2
128,57,2975.43,1151.69,-2.96392,17,2
128,56,2984.23,1134.98,-2.69592,17,2
129,56,3004.22,1135.09,-2.96392,17,2
129,55,2993.54,1117.77,-2.20351,17,2
130,55,3013.38,1117.93,-2.69592,17,2
130,56,3022.52,1134.93,-2.20351,17,2
130,57,3013.18,1151.88,-2.69592,17,2
130,58,3023.2,1169.58,-2.20351,17,2
129,57,2993.59,1151.97,-2.20351,17,2
128,54,2983.98,1101.42,-2.69592,17,2
127,38,2961.92,777.91,-2.12973,8,2
128,38,2981.96,778.37,-2.62214,8,2
128,39,2972.13,794.897,-2.89014,8,2
127,40,2961.67,811.803,-2.12973,8,2
128,40,2981.52,811.924,-2.62214,8,2
129,39,2990.87,794.906,-2.12973,8,2
129,40,3000.79,811.759,-2.89014,8,2
130,39,3009.67,793.504,-2.62214,8,2
129,41,2990.08,828.162,-2.12973,8,2
128,41,2972.17,828.279,-2.89014,8,2
127,39,2952.71,794.907,-2.62214,8,2
121,103,2812.61,2089.19,-2.81869,43,2
122,103,2832.68,2089.82,-3.08669,43,2
121,104,2822.09,2106.29,-2.32628,43,2
122,105,2833.04,2124.1,-3.08669,43,2
122,104,2842.47,2106.45,-2.81869,43,2
123,103,2851.87,2088.9,-2.32628,43,2
123,104,2862.27,2106.51,-3.08669,43,2
123,105,2852.03,2123.9,-2.32628,43,2
124,105,2871.75,2124.03,-2.81869,43,2
123,106,2863.13,2139.2,-3.08669,43,2
122,106,2842.36,2139.78,-2.81869,43,2
121,106,2822.04,2140.09,-2.32628,43,2
121,105,2813.09,2123.82,-2.81869,43,2
120,87,2791.52,1764.42,-2.36204,34,2
120,88,2802.52,1782.7,-3.12245,34,2
120,89,2791.57,1799.79,-2.36204,34,2
121,87,2811.25,1764.68,-2.85445,34,2
122,87,2831.49,1764.95,-3.12245,34,2
121,86,2820.69,1747.47,-2.36204,34,2
122,86,2841.39,1747.97,-2.85445,34,2
123,86,2862.18,1747.48,-3.12245,34,2
123,87,2850.47,1764.58,-2.36204,34,2
123,88,2860.22,1782.03,-3.12245,34,2
124,87,2869.64,1763.95,-2.85445,34,2
124,89,2869.6,1799.77,-2.85445,34,2
123,89,2850.43,1799.37,-2.36204,34,2
122,88,2840.85,1782.09,-2.85445,34,2
121,88,2820.6,1781.96,-2.36204,34,2
122,89,2831.69,1799.34,-3.12245,34,2
122,90,2840.96,1816.33,-2.85445,34,2
119,70,2780.14,1421.98,-2.90376,25,2
120,71,2789.82,1440.22,-2.41135,25,2
120,72,2800.95,1458.28,-3.17175,25,2
120,73,2789.82,1475.19,-2.41135,25,2
121,73,2809.79,1475.11,-2.90376,25,2
122,73,2830.47,1474.9,-3.17175,25,2
121,72,2819.26,1457.74,-2.41135,25,2
122,72,2839.46,1457.76,-2.90376,25,2
123,73,2848.97,1475.27,-2.41135,25,2
122,74,2840.56,1492.05,-2.90376,25,2
123,74,2860.16,1505.2,-3.17175,25,2
121,74,2819.56,1492.06,-2.41135,25,2
123,71,2849.09,1440.38,-2.41135,25,2
122,70,2839.63,1423.36,-2.90376,25,2
121,70,2819.3,1423.03,-2.41135,25,2
122,71,2830.51,1441,-3.17175,25,2
121,71,2809.83,1440.57,-2.90376,25,2
120,70,2800.08,1423.59,-3.17175,25,2
119,54,2778.59,1098.73,-2.88492,16,2
120,54,2798.73,1098.77,-3.15291,16,2
120,55,2787.59,1115.8,-2.39251,16,2
120,56,2798.58,1133.32,-3.15291,16,2
120,57,2787.61,1150.53,-2.39251,16,2
121,55,2807.77,1115.97,-2.88492,16,2
122,55,2827.68,1115.91,-3.15291,16,2
121,54,2817.33,1098.52,-2.39251,16,2
122,54,2837.43,1098.46,-2.88492,16,2
121,56,2817.4,1133.24,-2.39251,16,2
122,57,2828.11,1149.9,-3.15291,16,2
122,56,2837.03,1133.25,-2.88492,16,2
82,32,1915.5,656.003,-2.94413,3,2
83,33,1928.8,672.596,-3.70453,3,2
82,34,1916.5,692.267,-2.94413,3,2
83,34,1937.75,692.698,-3.43654,3,2
84,34,1959.47,693.151,-3.70453,3,2
84,33,1948.54,674.153,-2.94413,3,2
83,32,1936.67,657.132,-3.43654,3,2
84,31,1947.66,638.633,-2.94413,3,2
84,32,1957.6,658.774,-3.70453,3,2
85,32,1979.68,657.104,-2.94413,3,2
86,32,2000.36,657.672,-3.43654,3,2
86,33,1990.36,674.774,-3.70453,3,2
85,33,1968.84,674.293,-3.43654,3,2
85,34,1979.77,692.479,-2.94413,3,2
85,35,1968.74,710.847,-3.43654,3,2
86,35,1990.24,711.099,-3.70453,3,2
86,34,1999.92,692.449,-3.43654,3,2
87,33,2011.26,674.162,-2.94413,3,2
87,35,2011.14,710.758,-2.94413,3,2
87,36,2020.32,730.796,-3.70453,3,2
88,37,2031.24,748.6,-3.43654,3,2
87,37,2011.12,747.424,-2.94413,3,2
86,36,1999.86,729.002,-3.43654,3,2
86,37,1990.95,747.058,-3.70453,3,2
85,37,1968.87,746.969,-3.43654,3,2
85,36,1979.74,729.174,-2.94413,3,2
84,36,1959.19,729.054,-3.70453,3,2
83,36,1937.74,729.073,-3.43654,3,2
84,37,1948.48,747.367,-2.94413,3,2
83,37,1928.5,747.61,-3.70453,3,2
82,36,1916.63,729.127,-2.94413,3,2
84,35,1948.37,710.925,-2.94413,3,2
73,108,1707.72,2185.69,-3.00159,38,2
74,108,1728.95,2185.76,-3.494,38,2
75,108,1750.85,2185.89,-3.762,38,2
75,107,1738.67,2167.07,-3.00159,38,2
76,107,1760.23,2167.17,-3.494,38,2
77,107,1782.09,2167.41,-3.762,38,2
76,106,1770.38,2148.57,-3.00159,38,2
77,106,1791.71,2148.81,-3.494,38,2
78,106,1813.34,2148.92,-3.762,38,2
78,107,1802.11,2167.1,-3.00159,38,2
78,108,1813.07,2185.98,-3.762,38,2
79,107,1823.01,2167.15,-3.494,38,2
79,106,1833.48,2148.16,-3.00159,38,2
79,105,1824.73,2131.23,-3.494,38,2
78,105,1802.64,2131.35,-3.00159,38,2
79,108,1833.15,2185.68,-3.00159,38,2
79,109,1822.94,2204.33,-3.494,38,2
79,110,1833.26,2223.26,-3.00159,38,2
78,110,1813.31,2222.51,-3.762,38,2
78,109,1802.1,2204.06,-3.00159,38,2
77,108,1791.89,2185.74,-3.494,38,2
76,108,1770.43,2185.65,-3.00159,38,2
77,109,1782.11,2204.19,-3.762,38,2
76,109,1760.17,2204.09,-3.494,38,2
75,109,1738.74,2204.18,-3.00159,38,2
76,110,1770.38,2222.59,-3.00159,38,2
77,110,1791.88,2222.33,-3.494,38,2
78,111,1802.45,2239.58,-3.00159,38,2
79,111,1824.07,2239.6,-3.494,38,2
77,111,1782.1,2238.13,-3.762,38,2
75,106,1750.26,2149.1,-3.762,38,2
75,105,1738.57,2131.45,-3.00159,38,2
73,86,1705.25,1746.99,-2.99444,29,2
74,87,1718.37,1765.63,-3.75484,29,2
73,88,1706.48,1784.18,-2.99444,29,2
74,88,1728.11,1784.5,-3.48685,29,2
75,88,1750.45,1785.54,-3.75484,29,2
75,87,1737.86,1765.93,-2.99444,29,2
76,87,1759.65,1766.27,-3.48685,29,2
77,87,1781.48,1766.95,-3.75484,29,2
76,86,1769.5,1747.83,-2.99444,29,2
77,86,1791.44,1748.41,-3.48685,29,2
78,87,1801.34,1765.89,-2.99444,29,2
78,88,1812.06,1785.42,-3.75484,29,2
79,87,1822.32,1765.92,-3.48685,29,2
79,88,1832.04,1784.33,-2.99444,29,2
79,89,1822.04,1803.24,-3.48685,29,2
78,89,1801.45,1802.92,-2.99444,29,2
77,88,1791.48,1783.29,-3.48685,29,2
77,89,1781.77,1803.95,-3.75484,29,2
76,88,1769.65,1784.36,-2.99444,29,2
76,89,1759.72,1803.31,-3.48685,29,2
75,89,1737.98,1802.9,-2.99444,29,2
75,90,1750.18,1820.52,-3.75484,29,2
74,90,1728.13,1820.34,-3.48685,29,2
73,90,1706.72,1820.47,-2.99444,29,2
74,91,1719.03,1839.6,-3.75484,29,2
73,92,1706.31,1857.68,-2.99444,29,2
74,92,1726.83,1857.44,-3.48685,29,2
75,92,1749.78,1856.28,-3.75484,29,2
75,93,1737.5,1875.29,-2.99444,29,2
75,91,1737.9,1838.81,-2.99444,29,2
76,91,1759.56,1838.7,-3.48685,29,2
77,91,1781.49,1838.6,-3.75484,29,2
76,92,1769.73,1857.26,-2.99444,29,2
77,92,1791.56,1856.8,-3.48685,29,2
78,92,1813.83,1856.89,-3.75484,29,2
78,93,1801.57,1875.2,-2.99444,29,2
78,91,1801.36,1838.85,-2.99444,29,2
77,90,1791.07,1820.33,-3.48685,29,2
76,90,1769.67,1820.45,-2.99444,29,2
78,90,1812.03,1820.8,-3.75484,29,2
79,91,1822.15,1839.57,-3.48685,29,2
79,92,1833.31,1858.21,-2.99444,29,2
74,86,1726.78,1747.98,-3.48685,29,2
73,87,1696.39,1765.12,-3.48685,29,2
73,68,1705.39,1383.31,-3.0042,20,2
74,68,1727.31,1383.86,-3.49661,20,2
75,69,1737.1,1401.71,-3.0042,20,2
76,69,1758.69,1402,-3.49661,20,2
77,69,1780.5,1403.11,-3.76461,20,2
76,68,1768.93,1383.5,-3.0042,20,2
77,68,1790.91,1383.85,-3.49661,20,2
78,67,1801.98,1364.92,-3.0042,20,2
78,68,1812.72,1383.75,-3.76461,20,2
78,69,1800.68,1401.59,-3.0042,20,2
77,70,1790.22,1419.48,-3.49661,20,2
76,70,1768.89,1419.27,-3.0042,20,2
77,71,1780.62,1437.97,-3.76461,20,2
76,71,1758.84,1437.78,-3.49661,20,2
75,71,1737.15,1437.81,-3.0042,20,2
75,70,1749.2,1419.33,-3.76461,20,2
74,70,1727.17,1419.27,-3.49661,20,2
73,70,1705.68,1419.23,-3.0042,20,2
76,72,1768.94,1456.17,-3.0042,20,2
77,72,1790.34,1456.11,-3.49661,20,2
78,73,1800.25,1474.78,-3.0042,20,2
79,73,1821.42,1475,-3.49661,20,2
78,72,1810.4,1457.02,-3.76461,20,2
78,71,1800.36,1437.66,-3.0042,20,2
77,74,1790.55,1492.55,-3.49661,20,2
76,74,1768.93,1492.93,-3.0042,20,2
75,74,1747.32,1491.9,-3.76461,20,2
76,73,1758.74,1474.43,-3.49661,20,2
75,73,1737.07,1474.76,-3.0042,20,2
79,69,1821.31,1401.09,-3.49661,20,2
73,48,1703.36,981.591,-3.003,11,2
74,49,1715.95,1000.49,-3.76341,11,2
73,49,1694.58,998.819,-3.49541,11,2
73,50,1705.12,1017.99,-3.003,11,2
74,51,1718.05,1037.3,-3.76341,11,2
73,51,1695.81,1036.41,-3.49541,11,2
73,52,1705.2,1055.12,-3.003,11,2
74,53,1717.24,1074.29,-3.76341,11,2
74,52,1726.76,1055.46,-3.49541,11,2
75,52,1748.9,1056,-3.76341,11,2
75,51,1736.74,1036.5,-3.003,11,2
76,51,1758.35,1036.7,-3.49541,11,2
76,50,1768.38,1018.02,-3.003,11,2
76,49,1757.91,1000.21,-3.49541,11,2
77,49,1780.2,1001.11,-3.76341,11,2
78,49,1800.18,999.634,-3.003,11,2
78,50,1810.52,1018.52,-3.76341,11,2
78,51,1799.99,1036.6,-3.003,11,2
77,52,1789.77,1055.2,-3.49541,11,2
77,51,1779.36,1034.67,-3.76341,11,2
76,52,1768.44,1054.95,-3.003,11,2
77,53,1780.19,1074.29,-3.76341,11,2
76,53,1758.32,1073.7,-3.49541,11,2
75,53,1736.66,1073.49,-3.003,11,2
75,54,1748.7,1090.52,-3.76341,11,2
75,55,1736.75,1109.05,-3.003,11,2
76,55,1758.76,1108.71,-3.49541,11,2
77,55,1781.98,1108.39,-3.76341,11,2
76,54,1768.51,1091.03,-3.003,11,2
77,54,1789.81,1090.91,-3.49541,11,2
78,55,1800.45,1109.79,-3.003,11,2
78,54,1810.68,1092.23,-3.76341,11,2
78,53,1799.96,1073.76,-3.003,11,2
74,54,1726.66,1090.64,-3.49541,11,2
73,54,1705.31,1090.94,-3.003,11,2
75,49,1736.66,999.695,-3.003,11,2
75,50,1748.79,1019.31,-3.76341,11,2
74,50,1726.85,1018.32,-3.49541,11,2
73,31,1694.29,635.829,-3.45111,2,2
74,31,1716.59,637.027,-3.7191,2,2
73,32,1704.12,653.91,-2.9587,2,2
74,33,1717.18,671.284,-3.7191,2,2
73,34,1704.41,689.924,-2.9587,2,2
74,34,1725.88,689.732,-3.45111,2,2
75,34,1748.13,689.894,-3.7191,2,2
75,35,1735.86,708.382,-2.9587,2,2
76,35,1757.61,708.308,-3.45111,2,2
77,35,1779.14,708.3,-3.7191,2,2
76,34,1767.62,689.854,-2.9587,2,2
77,33,1779.12,671.608,-3.7191,2,2
76,33,1757.55,671.511,-3.45111,2,2
75,33,1735.92,671.37,-2.9587,2,2
75,32,1747.4,655.071,-3.7191,2,2
75,31,1735.9,635.381,-2.9587,2,2
76,31,1757.47,635.761,-3.45111,2,2
76,30,1768.38,617.52,-2.9587,2,2
77,30,1791.33,617.681,-3.45111,2,2
78,31,1799.42,635.109,-2.9587,2,2
77,32,1788.72,654.1,-3.45111,2,2
76,32,1767.59,654.026,-2.9587,2,2
78,33,1798.9,671.219,-2.9587,2,2
77,34,1788.77,689.71,-3.45111,2,2
78,35,1798.81,708.439,-2.9587,2,2
77,36,1788.71,726.809,-3.45111,2,2
76,36,1767.63,726.637,-2.9587,2,2
74,32,1725.74,654.323,-3.45111,2,2
73,33,1694.73,671.732,-3.45111,2,2
63,106,1472.45,2149.78,-3.84834,37,2
64,107,1484.24,2168.45,-3.58034,37,2
63,107,1462.36,2167.98,-3.08793,37,2
63,108,1473.94,2187.09,-3.84834,37,2
63,109,1462.69,2205.59,-3.08793,37,2
63,110,1473.99,2225.57,-3.84834,37,2
64,109,1484.25,2205.77,-3.58034,37,2
64,108,1494.03,2186.98,-3.08793,37,2
65,109,1504.85,2206.46,-3.84834,37,2
65,108,1515.87,2187.33,-3.58034,37,2
66,107,1526.01,2168.37,-3.08793,37,2
67,107,1547.87,2168.54,-3.58034,37,2
66,108,1536.31,2187.22,-3.84834,37,2
67,109,1547.83,2205.92,-3.58034,37,2
67,108,1557.95,2186.18,-3.08793,37,2
68,109,1567.83,2206.54,-3.84834,37,2
68,108,1579.4,2187.2,-3.58034,37,2
68,107,1567.78,2168.93,-3.84834,37,2
68,106,1579.68,2150.11,-3.58034,37,2
67,106,1558.02,2149.88,-3.08793,37,2
66,106,1536.11,2150.84,-3.84834,37,2
65,106,1516.02,2150.22,-3.58034,37,2
64,106,1493.99,2149.78,-3.08793,37,2
65,107,1504.89,2169.22,-3.84834,37,2
64,105,1482.55,2132.39,-3.58034,37,2
69,107,1589.72,2168.4,-3.08793,37,2
69,109,1589.64,2205.57,-3.08793,37,2
68,110,1579.41,2224.45,-3.58034,37,2
67,110,1558,2224.32,-3.08793,37,2
66,110,1536.26,2224.22,-3.84834,37,2
66,109,1525.95,2205.66,-3.08793,37,2
65,110,1515.76,2224.34,-3.58034,37,2
64,110,1494.05,2224.29,-3.08793,37,2
65,111,1504.53,2241.2,-3.84834,37,2
64,112,1493.91,2260.55,-3.08793,37,2
65,112,1515.55,2259.85,-3.58034,37,2
66,111,1525.97,2241.9,-3.08793,37,2
67,111,1547.88,2241.62,-3.58034,37,2
67,112,1558.22,2260.24,-3.08793,37,2
68,112,1580.36,2259.89,-3.58034,37,2
68,111,1568.23,2241.14,-3.84834,37,2
69,111,1589.74,2242.05,-3.08793,37,2
69,112,1599.18,2262.96,-3.84834,37,2
63,112,1472.67,2260.97,-3.84834,37,2
63,111,1462.6,2242.58,-3.08793,37,2
63,49,1459.73,997.665,-3.12545,10,2
63,50,1470.46,1016.89,-3.88586,10,2
64,51,1481.69,1035.29,-3.61786,10,2
63,51,1459.91,1035.04,-3.12545,10,2
64,50,1491.75,1016.33,-3.12545,10,2
65,51,1501.94,1035.75,-3.88586,10,2
65,50,1513.56,1016.56,-3.61786,10,2
65,49,1501.84,998.572,-3.88586,10,2
66,49,1523.68,997.897,-3.12545,10,2
67,49,1545.47,998.08,-3.61786,10,2
66,50,1533.3,1017.21,-3.88586,10,2
67,50,1555.52,1016.53,-3.12545,10,2
68,49,1565.58,996.158,-3.88586,10,2
68,50,1575.98,1015.37,-3.61786,10,2
68,48,1578.81,979.987,-3.61786,10,2
67,48,1556.97,980.468,-3.12545,10,2
