k,l,u,v,rho,cluster,frame
63,88,1467.44,1779.26,-4.12903,37,12
63,89,1456.73,1798.15,-3.36862,37,12
63,90,1468.52,1814.54,-4.12903,37,12
64,91,1480.01,1834.46,-3.86103,37,12
65,91,1501.47,1834.66,-4.12903,37,12
64,90,1489.89,1816.03,-3.36862,37,12
65,90,1512.61,1816.08,-3.86103,37,12
66,91,1523.13,1835.46,-3.36862,37,12
67,91,1545.33,1836.35,-3.86103,37,12
66,90,1533.01,1816.46,-4.12903,37,12
67,90,1555.48,1816.72,-3.36862,37,12
67,89,1544.08,1798.6,-3.86103,37,12
66,88,1531.81,1779.46,-4.12903,37,12
67,87,1544.19,1760.1,-3.86103,37,12
67,86,1554.91,1740.61,-3.36862,37,12
67,85,1544.4,1722.04,-3.86103,37,12
66,85,1522.53,1721.8,-3.36862,37,12
66,84,1532.34,1704.89,-4.12903,37,12
67,84,1555,1703.9,-3.36862,37,12
66,83,1522.36,1684.7,-3.36862,37,12
66,87,1522.5,1759.98,-3.36862,37,12
67,88,1554.76,1778.89,-3.36862,37,12
66,89,1522.4,1798.33,-3.36862,37,12
64,86,1489.67,1740.8,-3.36862,37,12
66,81,1522.66,1646.92,-3.36862,37,12
63,82,1467.32,1666.62,-4.12903,37,12
64,81,1479.3,1647.2,-3.86103,37,12
63,80,1466.28,1628.19,-4.12903,37,12
64,80,1489.67,1627.65,-3.36862,37,12
63,81,1456.87,1646.45,-3.36862,37,12
62,81,1434.76,1646.39,-4.12903,37,12
61,80,1424,1626.82,-3.36862,37,12
62,80,1446.1,1627.34,-3.86103,37,12
62,79,1433.33,1608.28,-4.12903,37,12
60,80,1402.13,1626.34,-4.12903,37,12
61,81,1413.94,1646.05,-3.86103,37,12
60,81,1391.5,1645.91,-3.36862,37,12
60,82,1403.18,1665.38,-4.12903,37,12
60,83,1391.67,1684.82,-3.36862,37,12
60,84,1403.07,1704.97,-4.12903,37,12
61,83,1414,1685.21,-3.86103,37,12
61,82,1424.15,1665.54,-3.36862,37,12
62,83,1435.16,1685.66,-4.12903,37,12
62,82,1446.63,1664.19,-3.86103,37,12
61,85,1414.13,1722.29,-3.86103,37,12
60,85,1391.78,1722.12,-3.36862,37,12
92,78,2147.47,1586.02,-3.74075,30,12
93,79,2158.99,1605.31,-3.24834,30,12
93,80,2170.57,1623.77,-4.00874,30,12
92,80,2148.18,1623.14,-3.74075,30,12
92,81,2138.45,1643.34,-4.00874,30,12
93,81,2159.19,1642.19,-3.24834,30,12
93,82,2170.41,1661.51,-4.00874,30,12
92,82,2148.12,1661.2,-3.74075,30,12
93,83,2159.25,1680.25,-3.24834,30,12
94,83,2180.18,1679.91,-3.74075,30,12
94,84,2191.41,1699.03,-3.24834,30,12
95,83,2202.29,1680.4,-4.00874,30,12
94,82,2191.42,1660.97,-3.24834,30,12
94,81,2180.22,1641.98,-3.74075,30,12
94,80,2190.97,1622.09,-3.24834,30,12
95,81,2202.31,1642.55,-4.00874,30,12
95,80,2212.36,1623.21,-3.74075,30,12
96,81,2224.03,1642.14,-3.24834,30,12
95,82,2212.5,1660.95,-3.74075,30,12
96,83,2223.95,1679.92,-3.24834,30,12
95,84,2212.41,1698.84,-3.74075,30,12
96,84,2234.39,1699.23,-4.00874,30,12
97,83,2244.68,1679.75,-3.74075,30,12
97,84,2256.28,1698.73,-3.24834,30,12
97,85,2244.64,1716.31,-3.74075,30,12
97,86,2256,1734.56,-3.24834,30,12
98,87,2266.97,1755.01,-4.00874,30,12
99,87,2288.88,1755.23,-3.24834,30,12
98,86,2277.01,1736.05,-3.74075,30,12
99,85,2288.53,1717.04,-3.24834,30,12
98,85,2265.76,1717.14,-4.00874,30,12
98,84,2276.01,1698.89,-3.74075,30,12
99,83,2288.04,1679.58,-3.24834,30,12
98,82,2276.24,1660.37,-3.74075,30,12
98,83,2265.51,1680.31,-4.00874,30,12
97,82,2256.34,1660.94,-3.24834,30,12
97,81,2244.69,1642.02,-3.74075,30,12
96,82,2234.42,1661.5,-4.00874,30,12
97,80,2256.31,1623.34,-3.24834,30,12
96,80,2234.09,1623.87,-4.00874,30,12
96,79,2223.91,1605.29,-3.24834,30,12
95,78,2212.89,1586.73,-3.74075,30,12
98,81,2265.95,1642.26,-4.00874,30,12
99,81,2288.35,1641.69,-3.24834,30,12
98,80,2276.85,1622.87,-3.74075,30,12
99,79,2289.79,1605.96,-3.24834,30,12
97,87,2245.18,1754.85,-3.74075,30,12
97,88,2256.75,1773.82,-3.24834,30,12
96,86,2235.35,1735.1,-4.00874,30,12
95,86,2212.92,1734.78,-3.74075,30,12
96,87,2224.47,1754.49,-3.24834,30,12
95,85,2202.68,1715.82,-4.00874,30,12
94,85,2180.12,1715.85,-3.74075,30,12
94,86,2191.51,1735.08,-3.24834,30,12
96,85,2224.14,1716.82,-3.24834,30,12
94,79,2180.08,1605.35,-3.74075,30,12
93,78,2169.43,1586.51,-4.00874,30,12
93,77,2158.83,1567.02,-3.24834,30,12
94,77,2179.84,1567.01,-3.74075,30,12
93,62,2173.19,1261.43,-3.97932,21,12
93,63,2161.86,1280.75,-3.21892,21,12
93,64,2173.5,1298.98,-3.97932,21,12
93,65,2162.09,1318.03,-3.21892,21,12
93,66,2173.15,1337.21,-3.97932,21,12
94,65,2182.97,1317.31,-3.71133,21,12
95,65,2205.1,1317.59,-3.97932,21,12
94,64,2194.04,1298.46,-3.21892,21,12
94,63,2182.83,1280.81,-3.71133,21,12
95,63,2205.09,1282.01,-3.97932,21,12
95,62,2215.6,1261.35,-3.71133,21,12
95,61,2204.33,1241.89,-3.97932,21,12
94,62,2193.8,1261.96,-3.21892,21,12
94,61,2182.36,1242.45,-3.71133,21,12
94,60,2193.5,1223.27,-3.21892,21,12
95,59,2203.41,1204.4,-3.97932,21,12
95,60,2214.14,1223.91,-3.71133,21,12
96,61,2226.05,1242.92,-3.21892,21,12
96,62,2236.64,1263.22,-3.97932,21,12
97,61,2246.82,1243.46,-3.71133,21,12
97,62,2258.43,1261.9,-3.21892,21,12
98,63,2268.95,1281.76,-3.97932,21,12
98,62,2279.32,1262.44,-3.71133,21,12
99,63,2290.82,1280.99,-3.21892,21,12
98,64,2279.18,1298.25,-3.71133,21,12
99,65,2290.78,1317.29,-3.21892,21,12
98,65,2268.92,1317.47,-3.97932,21,12
97,65,2247.06,1316.98,-3.71133,21,12
97,66,2258.46,1336.11,-3.21892,21,12
97,67,2246.94,1354.74,-3.71133,21,12
97,68,2258.48,1374.01,-3.21892,21,12
98,69,2269.57,1392.85,-3.97932,21,12
97,69,2247.64,1391.87,-3.71133,21,12
96,69,2226.11,1392.21,-3.21892,21,12
95,68,2214.8,1372.93,-3.71133,21,12
96,68,2237.06,1373.43,-3.97932,21,12
96,67,2226.04,1355.09,-3.21892,21,12
95,66,2214.8,1335.9,-3.71133,21,12
96,66,2236.85,1336.33,-3.97932,21,12
96,65,2226,1317.15,-3.21892,21,12
95,64,2214.92,1298.17,-3.71133,21,12
96,64,2236.98,1298.68,-3.97932,21,12
97,64,2258.44,1298.39,-3.21892,21,12
96,63,2225.95,1280.53,-3.21892,21,12
95,67,2205.04,1354.67,-3.97932,21,12
94,67,2182.96,1354.52,-3.71133,21,12
94,68,2193.8,1373.39,-3.21892,21,12
94,66,2193.9,1336.32,-3.21892,21,12
93,67,2161.78,1355.89,-3.21892,21,12
97,70,2258.79,1410.17,-3.21892,21,12
99,69,2290.92,1393.07,-3.21892,21,12
98,68,2278.94,1373.78,-3.71133,21,12
99,67,2290.66,1354.85,-3.21892,21,12
98,66,2279.07,1335.67,-3.71133,21,12
98,67,2268.75,1355.07,-3.97932,21,12
99,68,2299.85,1374.81,-3.97932,21,12
100,67,2311.52,1355.24,-3.71133,21,12
95,44,2217.27,899.445,-3.66393,12,12
96,43,2228.62,880.686,-3.17152,12,12
96,44,2239.1,900.114,-3.93192,12,12
97,43,2249.24,880.535,-3.66393,12,12
97,44,2260.87,899.988,-3.17152,12,12
98,45,2271.11,919.45,-3.93192,12,12
99,45,2293.1,918.737,-3.17152,12,12
98,46,2281.47,937.357,-3.66393,12,12
98,47,2271.16,957.085,-3.93192,12,12
97,46,2260.69,937.376,-3.17152,12,12
97,47,2249.45,956.177,-3.66393,12,12
96,48,2239.44,975.767,-3.93192,12,12
96,47,2228.62,956.295,-3.17152,12,12
95,48,2217.55,974.988,-3.66393,12,12
96,49,2228.85,992.97,-3.17152,12,12
96,50,2239.42,1011.07,-3.93192,12,12
97,50,2260.75,1011.56,-3.17152,12,12
97,49,2249.6,992.445,-3.66393,12,12
98,49,2271.47,992.624,-3.93192,12,12
99,49,2293,992.751,-3.17152,12,12
98,50,2281.6,1011.18,-3.66393,12,12
99,51,2292.99,1030.31,-3.17152,12,12
99,52,2303.41,1049.16,-3.93192,12,12
100,53,2314.96,1068.23,-3.66393,12,12
99,53,2293.32,1067.78,-3.17152,12,12
98,52,2281.93,1048.25,-3.66393,12,12
98,51,2271.68,1029.49,-3.93192,12,12
97,51,2249.56,1029.32,-3.66393,12,12
97,52,2260.94,1048.5,-3.17152,12,12
100,52,2325.18,1049.66,-3.17152,12,12
100,51,2314.5,1030.53,-3.66393,12,12
99,50,2302.8,1011.34,-3.93192,12,12
100,50,2324.82,1011.43,-3.17152,12,12
101,51,2334.17,1030.62,-3.93192,12,12
101,50,2345.83,1011.61,-3.66393,12,12
101,49,2333.55,992.369,-3.93192,12,12
101,48,2345.89,974.519,-3.66393,12,12
101,47,2334.06,955.411,-3.93192,12,12
101,46,2346.59,937.628,-3.66393,12,12
100,46,2325.3,938.019,-3.17152,12,12
100,47,2314.66,956.75,-3.66393,12,12
99,48,2302.93,975.913,-3.93192,12,12
100,48,2325.03,974.792,-3.17152,12,12
100,49,2314.66,992.791,-3.66393,12,12
99,47,2293.06,956.174,-3.17152,12,12
98,48,2281.46,974.923,-3.66393,12,12
97,48,2260.65,974.834,-3.17152,12,12
96,46,2239.67,938.562,-3.93192,12,12
97,45,2249.71,918.817,-3.66393,12,12
95,45,2207.84,918.802,-3.93192,12,12
96,28,2242.72,575.709,-3.87913,3,12
97,29,2252.74,595.303,-3.61114,3,12
97,30,2263.78,614.195,-3.11873,3,12
98,31,2274.69,633.316,-3.87913,3,12
98,30,2285.18,613.869,-3.61114,3,12
99,31,2295.51,632.791,-3.11873,3,12
100,31,2317.41,633.362,-3.61114,3,12
100,30,2327.66,614.293,-3.11873,3,12
101,30,2349.42,615.054,-3.61114,3,12
102,31,2359.54,633.082,-3.11873,3,12
101,32,2349.16,652.09,-3.61114,3,12
100,32,2327.68,651.645,-3.11873,3,12
100,33,2317.54,669.434,-3.61114,3,12
99,33,2295.66,669.248,-3.11873,3,12
99,32,2307.37,650.462,-3.87913,3,12
98,32,2284.42,651.423,-3.61114,3,12
97,32,2263.74,651.678,-3.11873,3,12
97,31,2252.78,633.031,-3.61114,3,12
96,30,2243.47,614.54,-3.87913,3,12
98,33,2274.78,669.072,-3.87913,3,12
97,33,2252.94,669.019,-3.61114,3,12
97,34,2263.79,687.84,-3.11873,3,12
98,34,2284.45,687.355,-3.61114,3,12
99,34,2306.22,687.472,-3.87913,3,12
100,35,2317.55,706.574,-3.61114,3,12
100,34,2327.61,686.893,-3.11873,3,12
101,35,2337.78,706.671,-3.87913,3,12
101,34,2349.12,688.009,-3.61114,3,12
101,33,2337.5,668.898,-3.87913,3,12
102,35,2359.39,706.718,-3.11873,3,12
99,36,2307.4,724.378,-3.87913,3,12
96,33,2232.28,670.16,-3.11873,3,12
99,30,2306.27,615.098,-3.87913,3,12
99,29,2295.66,595.529,-3.11873,3,12
100,29,2317.5,596.338,-3.61114,3,12
99,28,2305.43,577.888,-3.87913,3,12
100,28,2327.9,577.441,-3.11873,3,12
98,28,2284.33,576.89,-3.61114,3,12
97,28,2263.61,576.5,-3.11873,3,12
98,29,2274.58,595.1,-3.87913,3,12
105,91,2442.91,1840.98,-3.21104,31,12
106,91,2464.76,1840.39,-3.70345,31,12
106,90,2474.63,1820.87,-3.21104,31,12
107,90,2496.48,1822.4,-3.70345,31,12
108,89,2506.59,1802.85,-3.21104,31,12
108,90,2517.33,1822.58,-3.97144,31,12
109,89,2528.84,1803.37,-3.70345,31,12
110,89,2550.91,1802.53,-3.97144,31,12
109,90,2539,1821.68,-3.21104,31,12
110,90,2561.08,1822.24,-3.70345,31,12
111,89,2571.37,1802.95,-3.21104,31,12
110,88,2561.07,1784.64,-3.70345,31,12
109,88,2538.94,1783.95,-3.21104,31,12
108,88,2517.43,1785.04,-3.97144,31,12
108,87,2506.61,1765.22,-3.21104,31,12
109,87,2528.87,1765.85,-3.70345,31,12
108,86,2517.46,1747.21,-3.97144,31,12
108,85,2506.8,1727.62,-3.21104,31,12
107,85,2484.21,1726.97,-3.97144,31,12
107,86,2496.7,1746.89,-3.70345,31,12
106,86,2474.55,1746.33,-3.21104,31,12
107,87,2485.66,1765.95,-3.97144,31,12
107,88,2496.6,1784.57,-3.70345,31,12
107,89,2485.6,1803.98,-3.97144,31,12
106,88,2474.54,1784.27,-3.21104,31,12
106,87,2464.77,1765.43,-3.70345,31,12
106,85,2464.1,1726.63,-3.70345,31,12
109,85,2528.48,1728.46,-3.70345,31,12
109,86,2538.93,1746.48,-3.21104,31,12
110,87,2549.34,1766.09,-3.97144,31,12
110,86,2560.87,1747.25,-3.70345,31,12
110,85,2549.01,1729.4,-3.97144,31,12
111,87,2571.33,1765.41,-3.21104,31,12
110,91,2549.44,1839.19,-3.97144,31,12
110,92,2561.05,1858.67,-3.70345,31,12
109,92,2539.09,1858.57,-3.21104,31,12
109,91,2528.54,1839.71,-3.70345,31,12
108,91,2506.71,1839.65,-3.21104,31,12
107,92,2496.5,1858.06,-3.70345,31,12
106,92,2474.54,1858.1,-3.21104,31,12
107,91,2485.66,1839.2,-3.97144,31,12
108,93,2506.57,1876.69,-3.21104,31,12
109,93,2529.13,1876.91,-3.70345,31,12
108,92,2517.54,1857.45,-3.97144,31,12
109,94,2539.08,1895.96,-3.21104,31,12
110,94,2561.67,1896.38,-3.70345,31,12
110,93,2550.48,1876.71,-3.97144,31,12
111,94,2582.23,1897.37,-3.97144,31,12
112,93,2593.3,1877.98,-3.70345,31,12
111,92,2580.67,1858.97,-3.97144,31,12
112,91,2592.56,1839.78,-3.70345,31,12
111,91,2571.4,1839.57,-3.21104,31,12
105,103,2440,2090.31,-3.25666,40,12
106,103,2462.04,2088.76,-3.74907,40,12
106,104,2472.53,2109.53,-3.25666,40,12
106,105,2462.23,2129.11,-3.74907,40,12
107,105,2484.82,2127.79,-4.01707,40,12
106,106,2472.56,2146.31,-3.25666,40,12
107,106,2494.78,2146.56,-3.74907,40,12
107,107,2483.47,2165.37,-4.01707,40,12
107,108,2494.77,2184.47,-3.74907,40,12
106,108,2472.51,2184.29,-3.25666,40,12
107,109,2483.41,2203.19,-4.01707,40,12
107,110,2494.77,2222.19,-3.74907,40,12
106,110,2472.48,2221.9,-3.25666,40,12
108,109,2504.92,2203.08,-3.25666,40,12
109,109,2527.13,2203.43,-3.74907,40,12
108,108,2515.5,2184.38,-4.01707,40,12
109,107,2527.14,2165.56,-3.74907,40,12
108,106,2515.46,2146.47,-4.01707,40,12
109,106,2537.46,2146.37,-3.25666,40,12
110,106,2559.17,2146.78,-3.74907,40,12
110,107,2547.46,2165.42,-4.01707,40,12
110,108,2559.14,2184.36,-3.74907,40,12
110,109,2547.31,2203.21,-4.01707,40,12
110,110,2559.14,2222.23,-3.74907,40,12
111,109,2569.38,2202.97,-3.25666,40,12
111,110,2578.69,2223.23,-4.01707,40,12
112,109,2590.6,2203.56,-3.74907,40,12
111,108,2578.22,2184.44,-4.01707,40,12
112,107,2590.54,2164.83,-3.74907,40,12
111,106,2578.57,2144.72,-4.01707,40,12
112,106,2601.15,2145.49,-3.25666,40,12
112,105,2591.09,2128.17,-3.74907,40,12
112,104,2602.39,2109.06,-3.25666,40,12
111,105,2569.8,2128.63,-3.25666,40,12
111,107,2569.7,2165.23,-3.25666,40,12
112,111,2591.83,2240.51,-3.74907,40,12
111,111,2570.13,2240.4,-3.25666,40,12
110,111,2548.5,2239.74,-4.01707,40,12
110,112,2560,2259.43,-3.74907,40,12
109,112,2537.98,2259.05,-3.25666,40,12
109,111,2527.81,2239.56,-3.74907,40,12
108,111,2505.13,2239.33,-3.25666,40,12
108,110,2515.63,2221.9,-4.01707,40,12
109,110,2537.84,2220.81,-3.25666,40,12
109,108,2537.44,2184.12,-3.25666,40,12
109,105,2526.77,2128.69,-3.74907,40,12
108,105,2504.9,2128.27,-3.25666,40,12
107,104,2494.58,2109.33,-3.74907,40,12
108,103,2504.91,2090.68,-3.25666,40,12
108,104,2515.41,2110.25,-4.01707,40,12
109,104,2537.35,2109.67,-3.25666,40,12
108,107,2504.96,2165.21,-3.25666,40,12
106,107,2462.5,2165.63,-3.74907,40,12
105,107,2440.42,2165.52,-3.25666,40,12
105,106,2451.71,2146.74,-4.01707,40,12
105,105,2440.18,2128.64,-3.25666,40,12
106,102,2472.77,2071.1,-3.25666,40,12
107,72,2498.68,1459.76,-3.63873,22,12
108,71,2508.61,1440.38,-3.14632,22,12
108,72,2519.43,1459.49,-3.90672,22,12
109,71,2530.5,1440.63,-3.63873,22,12
109,70,2540.68,1421.6,-3.14632,22,12
110,71,2551.09,1440.75,-3.90672,22,12
110,70,2562.42,1421.81,-3.63873,22,12
111,71,2572.93,1440.43,-3.14632,22,12
110,72,2562.56,1459.37,-3.63873,22,12
110,73,2551.11,1478.34,-3.90672,22,12
109,72,2540.62,1459.01,-3.14632,22,12
109,73,2530.48,1478.24,-3.63873,22,12
108,73,2508.68,1478.1,-3.14632,22,12
109,74,2540.6,1496.76,-3.14632,22,12
110,74,2562.55,1496.99,-3.63873,22,12
111,73,2572.92,1477.82,-3.14632,22,12
112,73,2594.52,1478.12,-3.63873,22,12
111,74,2582.76,1496.81,-3.90672,22,12
112,74,2604.63,1496.42,-3.14632,22,12
113,74,2625.61,1496.96,-3.63873,22,12
113,75,2614.29,1514.88,-3.90672,22,12
113,76,2626.4,1533.56,-3.63873,22,12
112,76,2605.16,1532.73,-3.14632,22,12
112,75,2593.84,1512.92,-3.63873,22,12
111,76,2583.79,1532.85,-3.90672,22,12
112,77,2595.01,1552.36,-3.63873,22,12
111,77,2573.21,1551.81,-3.14632,22,12
110,76,2563.23,1532.61,-3.63873,22,12
110,75,2551.5,1513.18,-3.90672,22,12
109,76,2540.86,1532.45,-3.14632,22,12
111,75,2572.89,1514.39,-3.14632,22,12
111,72,2582.74,1459.53,-3.90672,22,12
112,72,2604.93,1459.01,-3.14632,22,12
113,71,2613.86,1439.08,-3.90672,22,12
113,72,2625.68,1458.65,-3.63873,22,12
114,71,2636.24,1439.22,-3.14632,22,12
113,70,2626.24,1421.22,-3.63873,22,12
112,70,2605.08,1421.93,-3.14632,22,12
112,71,2594.52,1440.84,-3.63873,22,12
111,69,2572.91,1403.89,-3.14632,22,12
108,70,2519.62,1422.24,-3.90672,22,12
108,52,2521.2,1060.82,-3.87841,13,12
109,53,2532.47,1080.47,-3.61041,13,12
110,53,2554.7,1080.12,-3.87841,13,12
109,52,2542.59,1061.3,-3.118,13,12
109,51,2531.7,1041.81,-3.61041,13,12
110,51,2551.86,1042.79,-3.87841,13,12
110,52,2564.35,1062.04,-3.61041,13,12
111,51,2574.54,1042.98,-3.118,13,12
111,52,2584.51,1062.79,-3.87841,13,12
112,52,2606.97,1062.25,-3.118,13,12
112,53,2596.35,1080.93,-3.61041,13,12
111,53,2574.66,1080.17,-3.118,13,12
111,54,2585.16,1098.26,-3.87841,13,12
112,55,2596.57,1116.8,-3.61041,13,12
111,55,2574.69,1116.36,-3.118,13,12
110,56,2564.46,1135.43,-3.61041,13,12
110,55,2553.53,1116.57,-3.87841,13,12
109,54,2542.86,1097.78,-3.118,13,12
110,54,2564.56,1098.13,-3.61041,13,12
109,55,2532.84,1117.02,-3.61041,13,12
108,55,2511.16,1116.88,-3.118,13,12
108,54,2522.66,1097.96,-3.87841,13,12
108,53,2510.67,1080,-3.118,13,12
109,56,2542.76,1135.18,-3.118,13,12
109,57,2532.83,1154.43,-3.61041,13,12
108,57,2511.11,1154.55,-3.118,13,12
108,58,2520.67,1170.41,-3.87841,13,12
109,58,2542.72,1172.46,-3.118,13,12
110,58,2564.28,1172.63,-3.61041,13,12
110,57,2553.4,1154.05,-3.87841,13,12
111,57,2574.7,1153.88,-3.118,13,12
112,57,2596.44,1154.18,-3.61041,13,12
111,56,2585.11,1135.31,-3.87841,13,12
112,56,2606.82,1135.18,-3.118,13,12
113,56,2628.04,1135.36,-3.61041,13,12
113,57,2616.2,1153.9,-3.87841,13,12
113,58,2627.96,1172.94,-3.61041,13,12
114,57,2638.31,1153.52,-3.118,13,12
112,58,2606.71,1172.62,-3.118,13,12
113,59,2617.24,1190.44,-3.87841,13,12
113,60,2628.86,1209.38,-3.61041,13,12
112,60,2607.42,1209.27,-3.118,13,12
112,59,2596.94,1189.95,-3.61041,13,12
111,59,2574.48,1189.53,-3.118,13,12
113,55,2616.43,1116.67,-3.87841,13,12
113,54,2628.18,1098.27,-3.61041,13,12
112,54,2606.76,1097.9,-3.118,13,12
109,38,2545.27,774.896,-3.03017,4,12
109,39,2535.72,794.772,-3.52258,4,12
110,39,2556.07,793.656,-3.79058,4,12
110,40,2566.89,812.28,-3.52258,4,12
109,40,2545.27,812.225,-3.03017,4,12
111,39,2576.8,793.265,-3.03017,4,12
112,39,2598.38,793.495,-3.52258,4,12
111,38,2587.33,774.964,-3.79058,4,12
112,38,2608.65,774.741,-3.03017,4,12
113,38,2630.2,775.401,-3.52258,4,12
113,39,2618.68,793.484,-3.79058,4,12
113,40,2630.19,812.09,-3.52258,4,12
113,41,2618.6,830.433,-3.79058,4,12
113,42,2630.03,849.275,-3.52258,4,12
114,41,2640.39,830.359,-3.03017,4,12
114,42,2649.18,849.697,-3.79058,4,12
115,41,2660.81,830.514,-3.52258,4,12
114,40,2649.37,811.484,-3.79058,4,12
115,39,2661.36,792.968,-3.52258,4,12
115,38,2671.81,773.618,-3.03017,4,12
114,39,2640.55,793.306,-3.03017,4,12
115,40,2671.07,811.226,-3.03017,4,12
115,43,2661.73,867.009,-3.52258,4,12
114,43,2640.27,866.281,-3.03017,4,12
113,44,2630.57,885.519,-3.52258,4,12
113,43,2619.69,866.023,-3.79058,4,12
112,44,2608.87,884.619,-3.03017,4,12
112,43,2598.92,865.865,-3.52258,4,12
111,42,2587.08,848.573,-3.79058,4,12
112,42,2608.58,848.967,-3.03017,4,12
112,41,2598.35,830.757,-3.52258,4,12
111,40,2587.3,811.912,-3.79058,4,12
111,41,2576.75,830.535,-3.03017,4,12
112,40,2608.62,811.83,-3.03017,4,12
114,37,2640.87,757.959,-3.03017,4,12
112,37,2598.18,757.038,-3.52258,4,12
111,37,2576.7,757.23,-3.03017,4,12
110,36,2566.32,738.539,-3.52258,4,12
111,35,2576.71,718.798,-3.03017,4,12
110,37,2555.59,757.6,-3.79058,4,12
110,38,2566.89,775.119,-3.52258,4,12
112,36,2608.72,738.83,-3.03017,4,12
118,110,2755.18,2231.29,-3.24682,41,12
119,111,2768.42,2249.33,-4.00723,41,12
118,112,2756.05,2268.7,-3.24682,41,12
119,112,2778,2268.99,-3.73923,41,12
120,112,2800.06,2269.67,-4.00723,41,12
120,111,2787.96,2249.66,-3.24682,41,12
120,110,2799.58,2230.2,-4.00723,41,12
119,110,2777.21,2231.92,-3.73923,41,12
120,109,2787.59,2212.56,-3.24682,41,12
121,109,2809.28,2213.38,-3.73923,41,12
121,110,2820.05,2231.98,-3.24682,41,12
122,111,2832.53,2251.28,-4.00723,41,12
121,111,2809.45,2249.2,-3.73923,41,12
121,112,2820.1,2268.4,-3.24682,41,12
122,113,2831.5,2287.9,-4.00723,41,12
122,112,2842.17,2269,-3.73923,41,12
123,112,2864.45,2269.88,-4.00723,41,12
123,111,2852.44,2249.76,-3.24682,41,12
124,111,2874.28,2250.31,-3.73923,41,12
125,111,2896.32,2250.97,-4.00723,41,12
124,112,2884.79,2268.63,-3.24682,41,12
124,113,2874.39,2287.82,-3.73923,41,12
123,114,2864.6,2307.5,-4.00723,41,12
123,113,2852.5,2287.37,-3.24682,41,12
122,114,2842.07,2306.59,-3.73923,41,12
122,115,2832.4,2326.4,-4.00723,41,12
121,114,2820.13,2306.17,-3.24682,41,12
121,115,2809.83,2325.54,-3.73923,41,12
120,115,2787.92,2325.19,-3.24682,41,12
120,116,2800.31,2344.1,-4.00723,41,12
119,116,2777.82,2344.09,-3.73923,41,12
118,116,2755.76,2344.39,-3.24682,41,12
120,117,2787.59,2360.76,-3.24682,41,12
121,117,2809.83,2360.79,-3.73923,41,12
122,117,2833.15,2361.3,-4.00723,41,12
121,118,2820.31,2379.71,-3.24682,41,12
122,118,2842.99,2380.06,-3.73923,41,12
123,118,2865.88,2380.95,-4.00723,41,12
124,117,2874.65,2361.98,-3.73923,41,12
125,117,2896.4,2362.87,-4.00723,41,12
124,116,2884.66,2343.92,-3.24682,41,12
124,115,2874.29,2325.47,-3.73923,41,12
124,114,2884.66,2306.13,-3.24682,41,12
123,116,2864.54,2345.11,-4.00723,41,12
123,115,2852.53,2325.09,-3.24682,41,12
122,116,2842.09,2344.58,-3.73923,41,12
121,116,2820.13,2344.09,-3.24682,41,12
125,118,2906.69,2381.27,-3.73923,41,12
120,114,2799.86,2307.44,-4.00723,41,12
120,113,2787.93,2287.44,-3.24682,41,12
121,113,2809.83,2287.71,-3.73923,41,12
119,114,2777.9,2306.88,-3.73923,41,12
118,114,2755.95,2306.71,-3.24682,41,12
123,110,2864.68,2234.16,-4.00723,41,12
123,109,2852.52,2213.8,-3.24682,41,12
122,110,2841.97,2232.79,-3.73923,41,12
120,76,2803.14,1544.06,-3.87817,23,12
120,77,2791.42,1563.48,-3.11777,23,12
120,78,2803.71,1583.03,-3.87817,23,12
121,77,2813.03,1563.73,-3.61018,23,12
122,77,2835.14,1564.23,-3.87817,23,12
121,76,2822.9,1544.7,-3.11777,23,12
121,75,2812.34,1525.33,-3.61018,23,12
122,75,2833.85,1526.18,-3.87817,23,12
122,76,2843.82,1545.24,-3.61018,23,12
123,76,2866.5,1546.54,-3.87817,23,12
123,75,2854.94,1526.11,-3.11777,23,12
124,75,2876.55,1527.21,-3.61018,23,12
123,77,2854.89,1563.26,-3.11777,23,12
123,78,2866.33,1582.8,-3.87817,23,12
122,78,2844.76,1582.43,-3.61018,23,12
122,79,2834.86,1602.21,-3.87817,23,12
121,78,2822.95,1582.09,-3.11777,23,12
121,79,2812.94,1601.57,-3.61018,23,12
121,80,2823.07,1618.41,-3.11777,23,12
122,81,2834.67,1636.97,-3.87817,23,12
121,81,2813,1636.78,-3.61018,23,12
120,81,2791.19,1637.53,-3.11777,23,12
121,82,2822.7,1654.85,-3.11777,23,12
122,80,2844.67,1618.46,-3.61018,23,12
123,80,2866.95,1618.79,-3.87817,23,12
123,81,2854.67,1637.06,-3.11777,23,12
123,82,2867.33,1655.49,-3.87817,23,12
123,83,2855.02,1673.69,-3.11777,23,12
124,83,2877.38,1674.12,-3.61018,23,12
125,83,2899.55,1675.18,-3.87817,23,12
124,82,2887.04,1655.83,-3.11777,23,12
125,81,2898.39,1637.46,-3.87817,23,12
124,80,2887.06,1618.28,-3.11777,23,12
124,81,2876.7,1637.16,-3.61018,23,12
125,80,2908.37,1618.34,-3.61018,23,12
125,79,2898.74,1602.15,-3.87817,23,12
124,78,2886.99,1582.02,-3.11777,23,12
124,79,2876.67,1601.07,-3.61018,23,12
123,79,2854.87,1600.57,-3.11777,23,12
124,77,2876.62,1563.9,-3.61018,23,12
125,77,2898.68,1564.99,-3.87817,23,12
125,76,2909.21,1546.18,-3.61018,23,12
